index,base_salary,bonus_total,name,position,roster_status,team,total_money,year
26210,310000,250000,Sebastian Vollmer,RT,active,new-england-patriots,560000,2009
26211,310000,188750,Brandon Tate,WR,active,new-england-patriots,498750,2009
26212,385000,101250,Jonathan Wilhite,CB,active,new-england-patriots,486250,2009
26213,310000,157750,Tyrone McKenzie,OLB,active,new-england-patriots,467750,2009
26214,460000,0,Prescott Burgess,LB,active,new-england-patriots,460000,2009
26215,460000,0,Mike Elgin,C,active,new-england-patriots,460000,2009
26216,460000,0,Jeff Rowe,QB,active,new-england-patriots,460000,2009
26217,460000,0,Isaiah Stanback,TE,active,new-england-patriots,460000,2009
26218,385000,51870,Matthew Slater,WR,active,new-england-patriots,436870,2009
26219,310000,112750,Rich Ohrnberger,C,active,new-england-patriots,422750,2009
26220,164117,230000,Kyle Arrington,CB,active,new-england-patriots,394117,2009
26221,385000,7280,BenJarvus Green-Ellis,RB,active,new-england-patriots,392280,2009
26222,385000,6000,Gary Guyton,OLB,active,new-england-patriots,391000,2009
26223,310000,37958,George Bussey,T,active,new-england-patriots,347958,2009
26224,310000,19750,Myron Pryor,DT,active,new-england-patriots,329750,2009
26225,310000,17500,Jake Ingram,DE,active,new-england-patriots,327500,2009
26226,310000,12175,Julian Edelman,WR,active,new-england-patriots,322175,2009
26227,310000,4166,Brian Hoyer,QB,active,new-england-patriots,314166,2009
26228,36740,0,Ryan Wendell,C,active,new-england-patriots,36740,2009
26229,1650000,3200000,Wes Welker,WR,injured_reserve,new-england-patriots,4850000,2009
26230,88400,0,Robert Agnone,TE,practice_squad,new-england-patriots,88400,2009
26231,88400,0,Kyle Arrington,CB,practice_squad,new-england-patriots,88400,2009
26232,88400,0,Ryan Wendell,C,practice_squad,new-england-patriots,88400,2009
26233,0,10665000,Richard Seymour,DT,dead_cap,new-england-patriots,10665000,2009
26234,549166,0,Chad Jackson,WR,dead_cap,new-england-patriots,549166,2009
26235,385098,0,Kendall Simmons,G,dead_cap,new-england-patriots,385098,2009
26236,165000,0,Ellis Hobbs,CB,dead_cap,new-england-patriots,165000,2009
26237,63000,0,Oscar Lua,LB,dead_cap,new-england-patriots,63000,2009
26238,47625,0,Ryan O'Callaghan,T,dead_cap,new-england-patriots,47625,2009
26239,43000,0,Mike Richardson,CB,dead_cap,new-england-patriots,43000,2009
26240,23912,0,Darryl Richard,DT,dead_cap,new-england-patriots,23912,2009
26241,21225,0,Bo Ruud,LB,dead_cap,new-england-patriots,21225,2009
26242,17750,0,Le Kevin Smith,DT,dead_cap,new-england-patriots,17750,2009
26243,11625,0,Willie Andrews,CB,dead_cap,new-england-patriots,11625,2009
26244,2000,0,Eric Kettani,FB,dead_cap,new-england-patriots,2000,2009
26245,7500000,15220000,Tom Brady,QB,active,new-england-patriots,22720000,2010
26246,1505882,5600000,Randy Moss,WR,active,new-england-patriots,7105882,2010
26247,5470000,0,Deion Branch,WR,active,new-england-patriots,5470000,2010
26248,2900000,2100000,Dan Koppen,C,active,new-england-patriots,5000000,2010
26249,470000,4455000,Jerod Mayo,ILB,active,new-england-patriots,4925000,2010
26250,4500000,0,Matt Light,T,active,new-england-patriots,4500000,2010
26251,750000,3850000,Vince Wilfork,DT,active,new-england-patriots,4600000,2010
26252,1900000,3200000,Wes Welker,WR,active,new-england-patriots,5100000,2010
26253,2700000,0,Nick Kaczur,T,active,new-england-patriots,2700000,2010
26254,2300000,700000,James Sanders,S,active,new-england-patriots,3000000,2010
26255,2000000,725000,Fred Taylor,RB,active,new-england-patriots,2725000,2010
26256,480000,1425000,Patrick Chung,SS,active,new-england-patriots,1905000,2010
26257,1100000,800000,Stephen Gostkowski,K,active,new-england-patriots,1900000,2010
26258,1759000,0,Jarrad Page,S,active,new-england-patriots,1759000,2010
26259,550000,2110000,Brandon Meriweather,SS,active,new-england-patriots,2660000,2010
26260,900000,475000,Sammy Morris,RB,active,new-england-patriots,1375000,2010
26261,320000,980000,Devin McCourty,FS,active,new-england-patriots,1300000,2010
26262,1106823,0,Quinn Ojinnaka,T,active,new-england-patriots,1106823,2010
26263,545000,1085000,Darius Butler,FS,active,new-england-patriots,1630000,2010
26264,600000,458333,Dan Connolly,G,active,new-england-patriots,1058333,2010
26265,650000,341667,Rob Ninkovich,OLB,active,new-england-patriots,991667,2010
26266,395000,0,Ron Brace,DT,active,new-england-patriots,395000,2010
26267,505000,325000,Gary Guyton,OLB,active,new-england-patriots,830000,2010
26268,320000,440000,Rob Gronkowski,TE,active,new-england-patriots,760000,2010
26269,755000,0,Shayne Graham,K,active,new-england-patriots,755000,2010
26270,755000,0,Tracy White,LB,active,new-england-patriots,755000,2010
26271,420000,610000,Sebastian Vollmer,RT,active,new-england-patriots,1030000,2010
26272,724708,0,Logan Mankins,G,active,new-england-patriots,724708,2010
26273,470000,222500,Terrence Wheatley,CB,active,new-england-patriots,692500,2010
26274,320000,309375,Jermaine Cunningham,DE,active,new-england-patriots,629375,2010
26275,470000,101250,Jonathan Wilhite,CB,active,new-england-patriots,571250,2010
26276,470000,51870,Matthew Slater,WR,active,new-england-patriots,521870,2010
26277,320000,196870,Brandon Tate,WR,active,new-england-patriots,516870,2010
26278,320000,176150,Taylor Price,WR,active,new-england-patriots,496150,2010
26279,244705,240000,Brandon Spikes,ILB,active,new-england-patriots,484705,2010
26280,470000,7280,BenJarvus Green-Ellis,RB,active,new-england-patriots,477280,2010
26281,320000,126000,Aaron Hernandez,TE,active,new-england-patriots,446000,2010
26282,395000,50000,Kyle Arrington,CB,active,new-england-patriots,445000,2010
26283,395000,19750,Myron Pryor,DT,active,new-england-patriots,414750,2010
26284,395000,17500,Jake Ingram,DE,active,new-england-patriots,412500,2010
26285,395000,15000,Rich Ohrnberger,C,active,new-england-patriots,410000,2010
26286,395000,12175,Julian Edelman,WR,active,new-england-patriots,407175,2010
26287,395000,4166,Brian Hoyer,QB,active,new-england-patriots,399166,2010
26288,395000,1000,Thomas Clayton,RB,active,new-england-patriots,396000,2010
26289,395000,0,Ryan Wendell,C,active,new-england-patriots,395000,2010
26290,371764,0,Danny Woodhead,RB,active,new-england-patriots,371764,2010
26291,320000,46812,Zoltan Mesko,P,active,new-england-patriots,366812,2010
26292,320000,37958,George Bussey,T,active,new-england-patriots,357958,2010
26293,320000,10075,Brandon Deaderick,DT,active,new-england-patriots,330075,2010
26294,320000,10000,Kade Weston,DT,active,new-england-patriots,330000,2010
26295,320000,9711,Sergio Brown,FS,active,new-england-patriots,329711,2010
26296,320000,2500,Kyle Love,DT,active,new-england-patriots,322500,2010
26297,320000,0,Steve Maneri,TE,active,new-england-patriots,320000,2010
26298,235000,3333,Dane Fletcher,ILB,active,new-england-patriots,238333,2010
26299,216471,0,Matt Katula,C,active,new-england-patriots,216471,2010
26300,75294,0,Thomas Welch,RT,active,new-england-patriots,75294,2010
26301,333,0,Terrence Johnson,CB,active,new-england-patriots,333,2010
26302,2900000,3083332,Ty Warren,DT,injured_reserve,new-england-patriots,5983332,2010
26303,470000,0,Josh Barrett,S,injured_reserve,new-england-patriots,470000,2010
26304,88400,0,Ross Ventrone,SS,practice_squad,new-england-patriots,88400,2010
26305,48530,2255000,Laurence Maroney,RB,dead_cap,new-england-patriots,2303530,2010
26306,670000,0,Pierre Woods,LB,dead_cap,new-england-patriots,670000,2010
26307,300000,0,Chris Baker,TE,dead_cap,new-england-patriots,300000,2010
26308,190125,0,Shawn Crable,LB,dead_cap,new-england-patriots,190125,2010
26309,186666,0,Kendall Simmons,G,dead_cap,new-england-patriots,186666,2010
26310,112750,0,Rich Ohrnberger,C,dead_cap,new-england-patriots,112750,2010
26311,71736,0,Darryl Richard,DT,dead_cap,new-england-patriots,71736,2010
26312,0,50000,Torry Holt,WR,dead_cap,new-england-patriots,50000,2010
26313,42450,0,Bo Ruud,LB,dead_cap,new-england-patriots,42450,2010
26314,37958,0,George Bussey,T,dead_cap,new-england-patriots,37958,2010
26315,0,20075,Ted Larsen,G,dead_cap,new-england-patriots,20075,2010
26316,17500,0,Jake Ingram,DE,dead_cap,new-england-patriots,17500,2010
26317,0,11520,Thomas Welch,RT,dead_cap,new-england-patriots,11520,2010
26318,0,9500,Zac Robinson,QB,dead_cap,new-england-patriots,9500,2010
26319,0,4166,Sergio Brown,FS,dead_cap,new-england-patriots,4166,2010
26320,5750000,7200000,Tom Brady,QB,active,new-england-patriots,12950000,2011
26321,600000,5475000,Jerod Mayo,ILB,active,new-england-patriots,6075000,2011
26322,3500000,2312500,Brian Waters,G,active,new-england-patriots,5812500,2011
26323,1500000,4000000,Logan Mankins,G,active,new-england-patriots,5500000,2011
26324,810000,3835000,Vince Wilfork,DT,active,new-england-patriots,4645000,2011
26325,2150000,3200000,Wes Welker,WR,active,new-england-patriots,5350000,2011
26326,1500000,2500000,Shaun Ellis,DE,active,new-england-patriots,4000000,2011
26327,1000000,3000000,Matt Light,T,active,new-england-patriots,4000000,2011
26328,2900000,600000,Dan Koppen,C,active,new-england-patriots,3500000,2011
26329,450000,3530000,Devin McCourty,FS,active,new-england-patriots,3980000,2011
26330,1700000,900000,Stephen Gostkowski,K,active,new-england-patriots,2600000,2011
26331,1000000,1583333,Chad Johnson,WR,active,new-england-patriots,2583333,2011
26332,2200000,0,Deion Branch,WR,active,new-england-patriots,2200000,2011
26333,1835000,0,BenJarvus Green-Ellis,RB,active,new-england-patriots,1835000,2011
26334,450000,1270000,Rob Gronkowski,TE,active,new-england-patriots,1720000,2011
26335,1200000,75000,Marcus Stroud,DT,active,new-england-patriots,1275000,2011
26336,375000,1177817,Nate Solder,LT,active,new-england-patriots,1552817,2011
26337,1500000,0,Albert Haynesworth,DT,active,new-england-patriots,1500000,2011
26338,1025000,458334,Dan Connolly,G,active,new-england-patriots,1483334,2011
26339,1000000,325000,Gary Guyton,OLB,active,new-england-patriots,1325000,2011
26340,1000000,375000,Mark Anderson,DE,active,new-england-patriots,1375000,2011
26341,1200000,101250,Jonathan Wilhite,CB,active,new-england-patriots,1301250,2011
26342,450000,834375,Jermaine Cunningham,DE,active,new-england-patriots,1284375,2011
26343,586000,0,Ron Brace,DT,active,new-england-patriots,586000,2011
26344,685000,416667,Rob Ninkovich,OLB,active,new-england-patriots,1101667,2011
26345,525000,550000,Patrick Chung,SS,active,new-england-patriots,1075000,2011
26346,375000,589382,Ras-I Dowling,CB,active,new-england-patriots,964382,2011
26347,550000,366666,Danny Woodhead,RB,active,new-england-patriots,916666,2011
26348,525000,635000,Sebastian Vollmer,RT,active,new-england-patriots,1160000,2011
26349,525000,200000,Kyle Arrington,CB,active,new-england-patriots,725000,2011
26350,540000,160000,Aaron Hernandez,TE,active,new-england-patriots,700000,2011
26351,450000,240000,Brandon Spikes,ILB,active,new-england-patriots,690000,2011
26352,480000,196870,Brandon Tate,WR,active,new-england-patriots,676870,2011
26353,525000,150000,Ryan Wendell,C,active,new-england-patriots,675000,2011
26354,600000,51870,Matthew Slater,WR,active,new-england-patriots,651870,2011
26355,640000,0,Matt Katula,C,active,new-england-patriots,640000,2011
26356,600000,8120,Landon Cohen,DT,active,new-england-patriots,608120,2011
26357,600000,0,James Ihedigbo,SS,active,new-england-patriots,600000,2011
26358,555000,0,Antwaun Molden,CB,active,new-england-patriots,555000,2011
26359,525000,19750,Myron Pryor,DT,active,new-england-patriots,544750,2011
26360,525000,15000,Rich Ohrnberger,C,active,new-england-patriots,540000,2011
26361,525000,12175,Julian Edelman,WR,active,new-england-patriots,537175,2011
26362,375000,162000,Stevan Ridley,RB,active,new-england-patriots,537000,2011
26363,375000,160969,Ryan Mallett,QB,active,new-england-patriots,535969,2011
26364,525000,4166,Brian Hoyer,QB,active,new-england-patriots,529166,2011
26365,810000,0,Nathan Jones,CB,active,new-england-patriots,810000,2011
26366,810000,0,Niko Koutouvides,ILB,active,new-england-patriots,810000,2011
26367,810000,50000,Tracy White,LB,active,new-england-patriots,860000,2011
26368,525000,0,Donald Thomas,G,active,new-england-patriots,525000,2011
26369,450000,46812,Zoltan Mesko,P,active,new-england-patriots,496812,2011
26370,480000,8120,Tony Carter,CB,active,new-england-patriots,488120,2011
26371,480000,0,George Bussey,T,active,new-england-patriots,480000,2011
26372,450000,3333,Dane Fletcher,ILB,active,new-england-patriots,453333,2011
26373,450000,2500,Kyle Love,DT,active,new-england-patriots,452500,2011
26374,423530,10075,Brandon Deaderick,DT,active,new-england-patriots,433605,2011
26375,375000,50125,Marcus Cannon,RT,active,new-england-patriots,425125,2011
26376,405000,9711,Sergio Brown,FS,active,new-england-patriots,414711,2011
26377,405000,0,Bret Lockett,S,active,new-england-patriots,405000,2011
26378,375000,3000,Kyle Hix,T,active,new-england-patriots,378000,2011
26379,375000,0,Danny Aiken,LS,active,new-england-patriots,375000,2011
26380,375000,0,Lee Smith,TE,active,new-england-patriots,375000,2011
26381,317647,0,Phillip Adams,CB,active,new-england-patriots,317647,2011
26382,308823,5000,Ross Ventrone,SS,active,new-england-patriots,313823,2011
26383,258000,0,Jeff Tarpinian,OLB,active,new-england-patriots,258000,2011
26384,132352,0,Nick McDonald,C,active,new-england-patriots,132352,2011
26385,667,0,Terrence Johnson,CB,active,new-england-patriots,667,2011
26386,725000,150000,Josh Barrett,S,injured_reserve,new-england-patriots,875000,2011
26387,207194,0,Eric Kettani,FB,practice_squad,new-england-patriots,207194,2011
26388,193800,0,Nick McDonald,C,practice_squad,new-england-patriots,193800,2011
26389,149940,0,Alex Silvestro,TE,practice_squad,new-england-patriots,149940,2011
26390,149940,0,Ross Ventrone,SS,practice_squad,new-england-patriots,149940,2011
26391,96900,0,Alex Silvestro,TE,practice_squad,new-england-patriots,96900,2011
26392,96900,0,Kerry Taylor,WR,practice_squad,new-england-patriots,96900,2011
26393,15000,0,Steve Maneri,TE,practice_squad,new-england-patriots,15000,2011
26394,0,1960000,Brandon Meriweather,SS,dead_cap,new-england-patriots,1960000,2011
26395,900000,0,Chris Baker,TE,dead_cap,new-england-patriots,900000,2011
26396,875000,0,Nick Kaczur,T,dead_cap,new-england-patriots,875000,2011
26397,600000,0,James Sanders,S,dead_cap,new-england-patriots,600000,2011
26398,542500,0,Darius Butler,FS,dead_cap,new-england-patriots,542500,2011
26399,225500,0,Rich Ohrnberger,C,dead_cap,new-england-patriots,225500,2011
26400,222500,0,Terrence Wheatley,CB,dead_cap,new-england-patriots,222500,2011
26401,190125,0,Shawn Crable,LB,dead_cap,new-england-patriots,190125,2011
26402,0,176150,Taylor Price,WR,dead_cap,new-england-patriots,176150,2011
26403,75000,0,Marcus Stroud,DT,dead_cap,new-england-patriots,75000,2011
26404,0,60225,Ted Larsen,G,dead_cap,new-england-patriots,60225,2011
26405,0,57160,Lee Smith,TE,dead_cap,new-england-patriots,57160,2011
26406,0,50000,Sammy Morris,RB,dead_cap,new-england-patriots,50000,2011
26407,37958,0,George Bussey,T,dead_cap,new-england-patriots,37958,2011
26408,0,28500,Zac Robinson,QB,dead_cap,new-england-patriots,28500,2011
26409,0,23513,Markell Carter,DE,dead_cap,new-england-patriots,23513,2011
26410,0,23040,Thomas Welch,RT,dead_cap,new-england-patriots,23040,2011
26411,17500,0,Jake Ingram,DE,dead_cap,new-england-patriots,17500,2011
26412,15000,0,Steve Maneri,TE,dead_cap,new-england-patriots,15000,2011
26413,9000,333,Jeremy Ross,WR,dead_cap,new-england-patriots,9333,2011
26414,0,8334,Sergio Brown,FS,dead_cap,new-england-patriots,8334,2011
26415,0,6000,Malcolm Williams,CB,dead_cap,new-england-patriots,6000,2011
26416,5000,0,Thomas Austin,C,dead_cap,new-england-patriots,5000,2011
26417,4000,0,Corey Woods,T,dead_cap,new-england-patriots,4000,2011
26418,3000,0,Jeff Tarpinian,OLB,dead_cap,new-england-patriots,3000,2011
26419,2667,0,Mike Berry,G,dead_cap,new-england-patriots,2667,2011
26420,2333,0,Will Yeatman,LT,dead_cap,new-england-patriots,2333,2011
26421,1667,0,Clay Nurse,DT,dead_cap,new-england-patriots,1667,2011
26422,1250,0,Ryan Coulson,LB,dead_cap,new-england-patriots,1250,2011
26423,1166,0,Alex Silvestro,TE,dead_cap,new-england-patriots,1166,2011
26424,1000,0,Thomas Clayton,RB,dead_cap,new-england-patriots,1000,2011
26425,9515000,0,Wes Welker,WR,active,new-england-patriots,9515000,2012
26426,1250000,10275000,Jerod Mayo,ILB,active,new-england-patriots,11525000,2012
26427,4500000,4100000,Vince Wilfork,DT,active,new-england-patriots,8600000,2012
26428,950000,7050000,Tom Brady,QB,active,new-england-patriots,8000000,2012
26429,2750000,4250000,Logan Mankins,G,active,new-england-patriots,7000000,2012
26430,540000,2750000,Aaron Hernandez,TE,active,new-england-patriots,3290000,2012
26431,1500000,1750000,Brian Waters,G,active,new-england-patriots,3250000,2012
26432,2100000,900000,Stephen Gostkowski,K,active,new-england-patriots,3000000,2012
26433,540000,2120000,Rob Gronkowski,TE,active,new-england-patriots,2660000,2012
26434,1250000,1083333,Dan Connolly,G,active,new-england-patriots,2333333,2012
26435,1852500,300000,Aqib Talib,CB,active,new-england-patriots,2152500,2012
26436,1850000,300000,Kyle Arrington,CB,active,new-england-patriots,2150000,2012
26437,900000,1100000,Brandon Lloyd,WR,active,new-england-patriots,2000000,2012
26438,763204,1177817,Nate Solder,LT,active,new-england-patriots,1941021,2012
26439,540000,2040000,Devin McCourty,FS,active,new-england-patriots,2580000,2012
26440,750000,833333,Steve Gregory,S,active,new-england-patriots,1583333,2012
26441,900000,766666,Rob Ninkovich,OLB,active,new-england-patriots,1666666,2012
26442,390000,1096091,Chandler Jones,OLB,active,new-england-patriots,1486091,2012
26443,700000,766666,Matthew Slater,WR,active,new-england-patriots,1466666,2012
26444,390000,1014364,Dont'a Hightower,OLB,active,new-england-patriots,1404364,2012
26445,777000,0,Ron Brace,DT,active,new-england-patriots,777000,2012
26446,1000000,333333,Daniel Fells,TE,active,new-england-patriots,1333333,2012
26447,616095,589382,Ras-I Dowling,CB,active,new-england-patriots,1205477,2012
26448,615000,550000,Patrick Chung,SS,active,new-england-patriots,1165000,2012
26449,900000,250000,Trevor Scott,DE,active,new-england-patriots,1150000,2012
26450,825000,65000,Tracy White,LB,active,new-england-patriots,890000,2012
26451,650000,635000,Sebastian Vollmer,RT,active,new-england-patriots,1285000,2012
26452,750000,200000,Ryan Wendell,C,active,new-england-patriots,950000,2012
26453,700000,191668,Danny Woodhead,RB,active,new-england-patriots,891668,2012
26454,540000,309375,Jermaine Cunningham,DE,active,new-england-patriots,849375,2012
26455,540000,250000,Kyle Love,DT,active,new-england-patriots,790000,2012
26456,465000,321625,Shane Vereen,RB,active,new-england-patriots,786625,2012
26457,540000,240000,Brandon Spikes,ILB,active,new-england-patriots,780000,2012
26458,390000,376891,Tavon Wilson,SS,active,new-england-patriots,766891,2012
26459,700000,50000,Donald Thomas,G,active,new-england-patriots,750000,2012
26460,509250,162000,Stevan Ridley,RB,active,new-england-patriots,671250,2012
26461,508992,160969,Ryan Mallett,QB,active,new-england-patriots,669961,2012
26462,615000,25000,Marquice Cole,CB,active,new-england-patriots,640000,2012
26463,615000,12175,Julian Edelman,WR,active,new-england-patriots,627175,2012
26464,615000,0,Marcus Harrison,DT,active,new-england-patriots,615000,2012
26465,1200000,0,Visanthe Shiancoe,TE,active,new-england-patriots,1200000,2012
26466,540000,46812,Zoltan Mesko,P,active,new-england-patriots,586812,2012
26467,540000,10075,Brandon Deaderick,DT,active,new-england-patriots,550075,2012
26468,540000,3334,Dane Fletcher,ILB,active,new-england-patriots,543334,2012
26469,825000,0,Niko Koutouvides,ILB,active,new-england-patriots,825000,2012
26470,825000,50000,Donte Stallworth,WR,active,new-england-patriots,875000,2012
26471,700000,0,Derrick Martin,CB,active,new-england-patriots,700000,2012
26472,540000,0,Michael Hoomanawanui,TE,active,new-england-patriots,540000,2012
26473,540000,0,Nick McDonald,C,active,new-england-patriots,540000,2012
26474,481281,50125,Marcus Cannon,RT,active,new-england-patriots,531406,2012
26475,390000,134950,Jake Bequette,DE,active,new-england-patriots,524950,2012
26476,465000,0,Danny Aiken,LS,active,new-england-patriots,465000,2012
26477,465000,0,Kamar Aiken,WR,active,new-england-patriots,465000,2012
26478,465000,0,James Develin,FB,active,new-england-patriots,465000,2012
26479,390000,24150,Nate Ebner,FS,active,new-england-patriots,414150,2012
26480,390000,14462,Alfonzo Dennard,CB,active,new-england-patriots,404462,2012
26481,390000,4584,Brandon Bolden,RB,active,new-england-patriots,394584,2012
26482,390000,4333,Markus Zusevics,RT,active,new-england-patriots,394333,2012
26483,390000,2333,Justin Francis,DE,active,new-england-patriots,392333,2012
26484,390000,0,Marcus Forston,DT,active,new-england-patriots,390000,2012
26485,390000,0,Mike Hartline,QB,active,new-england-patriots,390000,2012
26486,465000,0,Jeff Tarpinian,OLB,active,new-england-patriots,465000,2012
26487,390000,0,Malcolm Williams,CB,active,new-england-patriots,390000,2012
26488,390000,0,Mike Rivera,OLB,active,new-england-patriots,390000,2012
26489,925000,0,Deion Branch,WR,active,new-england-patriots,925000,2012
26490,775000,225000,Josh Barrett,S,injured_reserve,new-england-patriots,1000000,2012
26491,925000,25000,Will Allen,S,injured_reserve,new-england-patriots,950000,2012
26492,825000,0,Donte Stallworth,WR,injured_reserve,new-england-patriots,825000,2012
26493,700000,125000,Spencer Larsen,RB,injured_reserve,new-england-patriots,825000,2012
26494,700000,0,Jamey Richard,G,injured_reserve,new-england-patriots,700000,2012
26495,390000,3000,Kyle Hix,T,injured_reserve,new-england-patriots,393000,2012
26496,390000,833,Brad Herman,TE,injured_reserve,new-england-patriots,390833,2012
26497,64000,0,Nick McDonald,C,practice_squad,new-england-patriots,64000,2012
26498,3000000,0,Leigh Bodden,CB,dead_cap,new-england-patriots,3000000,2012
26499,3000000,0,Matt Light,T,dead_cap,new-england-patriots,3000000,2012
26500,2750012,0,Ty Warren,DT,dead_cap,new-england-patriots,2750012,2012
26501,2000000,0,Tully Banta-Cain,LB,dead_cap,new-england-patriots,2000000,2012
26502,1583333,0,Chad Johnson,WR,dead_cap,new-england-patriots,1583333,2012
26503,1383333,0,Jonathan Fanene,DE,dead_cap,new-england-patriots,1383333,2012
26504,875000,0,Nick Kaczur,T,dead_cap,new-england-patriots,875000,2012
26505,542500,0,Darius Butler,FS,dead_cap,new-england-patriots,542500,2012
26506,0,500000,Robert Gallery,T,dead_cap,new-england-patriots,500000,2012
26507,450000,0,Mike Wright,DT,dead_cap,new-england-patriots,450000,2012
26508,400000,0,Deion Branch,WR,dead_cap,new-england-patriots,400000,2012
26509,0,352290,Taylor Price,WR,dead_cap,new-england-patriots,352290,2012
26510,325000,0,Dan Koppen,C,dead_cap,new-england-patriots,325000,2012
26511,188750,0,Brandon Tate,WR,dead_cap,new-england-patriots,188750,2012
26512,150000,0,Jabar Gaffney,WR,dead_cap,new-england-patriots,150000,2012
26513,0,125000,Joseph Addai,RB,dead_cap,new-england-patriots,125000,2012
26514,0,114320,Lee Smith,TE,dead_cap,new-england-patriots,114320,2012
26515,97059,0,Kellen Winslow,TE,dead_cap,new-england-patriots,97059,2012
26516,25000,50000,Bobby Carpenter,LB,dead_cap,new-england-patriots,75000,2012
26517,75000,0,Marcus Stroud,DT,dead_cap,new-england-patriots,75000,2012
26518,72353,0,Lex Hilliard,RB,dead_cap,new-england-patriots,72353,2012
26519,0,70539,Markell Carter,DE,dead_cap,new-england-patriots,70539,2012
26520,65000,0,Niko Koutouvides,ILB,dead_cap,new-england-patriots,65000,2012
26521,60000,0,Gerard Warren,DT,dead_cap,new-england-patriots,60000,2012
26522,54706,0,Greg Salas,WR,dead_cap,new-england-patriots,54706,2012
26523,50000,0,Donte Stallworth,WR,dead_cap,new-england-patriots,50000,2012
26524,45882,0,Mike Rivera,OLB,dead_cap,new-england-patriots,45882,2012
26525,27353,0,Terrell McClain,DE,dead_cap,new-england-patriots,27353,2012
26526,25000,0,James Ihedigbo,SS,dead_cap,new-england-patriots,25000,2012
26527,19850,0,Kade Weston,DT,dead_cap,new-england-patriots,19850,2012
26528,0,18000,Malcolm Williams,CB,dead_cap,new-england-patriots,18000,2012
26529,17100,0,Chyl Quarles,S,dead_cap,new-england-patriots,17100,2012
26530,16068,0,Alex Silvestro,TE,dead_cap,new-england-patriots,16068,2012
26531,16000,0,Jeremiah Warren,C,dead_cap,new-england-patriots,16000,2012
26532,15000,0,Steve Maneri,TE,dead_cap,new-england-patriots,15000,2012
26533,15000,0,Rich Ohrnberger,C,dead_cap,new-england-patriots,15000,2012
26534,0,12050,Jeremy Ebert,WR,dead_cap,new-england-patriots,12050,2012
26535,12000,0,Aaron Lavarias,DT,dead_cap,new-england-patriots,12000,2012
26536,11400,0,Kerry Taylor,WR,dead_cap,new-england-patriots,11400,2012
26537,11000,0,Jeff Demps,RB,dead_cap,new-england-patriots,11000,2012
26538,9711,0,Sergio Brown,FS,dead_cap,new-england-patriots,9711,2012
26539,8000,0,Corey Woods,T,dead_cap,new-england-patriots,8000,2012
26540,6000,0,Jeff Tarpinian,OLB,dead_cap,new-england-patriots,6000,2012
26541,5334,0,Mike Berry,G,dead_cap,new-england-patriots,5334,2012
26542,5000,0,Thomas Austin,C,dead_cap,new-england-patriots,5000,2012
26543,4667,0,Will Yeatman,LT,dead_cap,new-england-patriots,4667,2012
26544,3334,0,Clay Nurse,DT,dead_cap,new-england-patriots,3334,2012
26545,3333,0,Marcus Forston,DT,dead_cap,new-england-patriots,3333,2012
26546,667,667,Jeremy Ross,WR,dead_cap,new-england-patriots,1334,2012
26547,1250,0,Ryan Coulson,LB,dead_cap,new-england-patriots,1250,2012
26548,833,0,Matt Roark,WR,dead_cap,new-england-patriots,833,2012
26549,1000000,12800000,Tom Brady,QB,active,new-england-patriots,13800000,2013
26550,6500000,4100000,Vince Wilfork,DT,active,new-england-patriots,10600000,2013
26551,5750000,4250000,Logan Mankins,G,active,new-england-patriots,10000000,2013
26552,1575000,3307813,Aqib Talib,CB,active,new-england-patriots,4882813,2013
26553,1400000,2916668,Rob Ninkovich,OLB,active,new-england-patriots,4316668,2013
26554,2000000,1575000,Danny Amendola,WR,active,new-england-patriots,3575000,2013
26555,2500000,900000,Stephen Gostkowski,K,active,new-england-patriots,3400000,2013
26556,2250000,1083333,Dan Connolly,G,active,new-england-patriots,3333333,2013
26557,1250000,1750000,Sebastian Vollmer,RT,active,new-england-patriots,3000000,2013
26558,630000,2120000,Rob Gronkowski,TE,active,new-england-patriots,2750000,2013
26559,1000000,1625000,Kyle Arrington,CB,active,new-england-patriots,2625000,2013
26560,1151408,1177817,Nate Solder,LT,active,new-england-patriots,2329225,2013
26561,1200000,1066666,Matthew Slater,WR,active,new-england-patriots,2266666,2013
26562,1250000,833333,Steve Gregory,S,active,new-england-patriots,2083333,2013
26563,761522,1096091,Chandler Jones,OLB,active,new-england-patriots,1857613,2013
26564,650000,2040000,Devin McCourty,FS,active,new-england-patriots,2690000,2013
26565,741091,1014364,Dont'a Hightower,OLB,active,new-england-patriots,1755455,2013
26566,815000,200000,Ryan Wendell,C,active,new-england-patriots,1015000,2013
26567,715000,285000,Will Svitek,LT,active,new-england-patriots,1000000,2013
26568,581772,376891,Tavon Wilson,SS,active,new-england-patriots,958663,2013
26569,589650,354300,Shane Vereen,RB,active,new-england-patriots,943950,2013
26570,630000,240000,Brandon Spikes,ILB,active,new-england-patriots,870000,2013
26571,643500,162000,Stevan Ridley,RB,active,new-england-patriots,805500,2013
26572,642984,160969,Ryan Mallett,QB,active,new-england-patriots,803953,2013
26573,715000,50000,Julian Edelman,WR,active,new-england-patriots,765000,2013
26574,405000,278818,Jamie Collins,OLB,active,new-england-patriots,683818,2013
26575,630000,50000,LeGarrette Blount,RB,active,new-england-patriots,680000,2013
26576,715000,0,Matthew Mulligan,TE,active,new-england-patriots,715000,2013
